"did","gene","AF"
"XRN:MXBD0M","PIK3CA",0.1702
"XRN:MXBD0M","PTEN",0.1
"XRN:MXWWB0","APC",0.5
"XRN:MXWWB0","KRAS",0.32
"XRN:MXWWB0","PTEN",0.3
"XRN:N09S7X","PTEN",0.337
"XRN:N0ETU9","PTEN",0.6
"XRN:N0ETU9","TP53",0.55
"XRN:N0J13Q","APC",0.5964
"XRN:N0J13Q","KRAS",0.5179
"XRN:N0J13Q","PIK3CA",0.329
"XRN:N0J13Q","PTEN",0.5455
"XRN:N0SNG6","APC",0.4254
"XRN:N0SNG6","KRAS",0.6117
"XRN:N0SNG6","PTEN",0.6808
"XRN:N0SNG6","TP53",0.7528
"XRN:N0VFN5","APC",0.36
"XRN:N0VFN5","KRAS",0.27
"XRN:N0VFN5","PTEN",0.49
"XRN:N2EXFG","APC",0.1016
"XRN:N2EXFG","KRAS",0.1427
"XRN:N2EXFG","PTEN",0.1245
"XRN:N2EXFG","TP53",0.17
"XRN:N3R9LC","APC",0.6505
"XRN:N3R9LC","PTEN",0.5669
"XRN:N48JYS","APC",0.301
"XRN:N48JYS","PTEN",0.2565
"XRN:N48JYS","TP53",0.2306
"XRN:N4MVQP","PIK3CA",0.0852
"XRN:N4MVQP","PTEN",0.1042
"XRN:N5MAHY","APC",0.6071
"XRN:N5MAHY","PTEN",0.3104
"XRN:N7P3FM","PTEN",0.205
"XRN:N7P3FM","TP53",0.2285
"XRN:N7TJG2","APC",0.2505
"XRN:N7TJG2","PTEN",0.3289
"XRN:N7TJG2","TP53",0.3463
"XRN:N9AW0X","APC",0.23
"XRN:N9AW0X","KRAS",0.25
"XRN:N9AW0X","PTEN",0.02
"XRN:N9GPC4","APC",0.3799
"XRN:N9GPC4","PIK3CA",0.1543
"XRN:N9GPC4","PTEN",0.3616
"XRN:N9NSLC","APC",0.1362
"XRN:N9NSLC","KRAS",0.1941
"XRN:N9NSLC","PTEN",0.1437
"XRN:NC4VFD","APC",0.4772
"XRN:NC4VFD","KRAS",0.2379
"XRN:NC4VFD","PIK3CA",0.2268
"XRN:NC4VFD","PTEN",0.2611
"XRN:NDE9GJ","APC",0.426
"XRN:NDE9GJ","KRAS",0.2445
"XRN:NDE9GJ","PIK3CA",0.262
"XRN:NDE9GJ","PTEN",0.2482
"XRN:NDE9GJ","TP53",0.3489
"XRN:NDGPBX","PTEN",0.2615
"XRN:NDQVRE","APC",0.23
"XRN:NDQVRE","PTEN",0.28
"XRN:NDUWB5","APC",0.1704
"XRN:NDUWB5","KRAS",0.2038
"XRN:NDUWB5","PIK3CA",0.1598
"XRN:NECXYE","APC",0.33
"XRN:NECXYE","KRAS",0.36
"XRN:NECXYE","PTEN",0.39
"XRN:NECXYE","TP53",0.68
"XRN:NFP312","APC",0.2264
"XRN:NFP312","KRAS",0.2214
"XRN:NFP312","PTEN",0.318
"XRN:NFP312","TP53",0.3333
"XRN:NFUQTK","APC",0.45
"XRN:NFUQTK","KRAS",0.3
"XRN:NFUQTK","PTEN",0.12
"XRN:NFUQTK","TP53",0.45
"XRN:NGN5SG","APC",0.2953
"XRN:NGN5SG","KRAS",0.3303
"XRN:NGN5SG","PTEN",0.3599
"XRN:NGN5SG","TP53",0.1345
"XRN:NGVW36","APC",0.3666
"XRN:NGVW36","KRAS",0.5118
"XRN:NGVW36","PTEN",0.3975
"XRN:NGVW36","TP53",0.3521
"XRN:NK79NR","KRAS",0.0517
"XRN:NK79NR","PTEN",0.0499
"XRN:NK79NR","TP53",0.0624
"XRN:NKNSXD","APC",0.27
"XRN:NKNSXD","PTEN",0.1
"XRN:NKNSXD","TP53",0.34
"XRN:NKP6BX","APC",0.2915
"XRN:NKP6BX","PTEN",0.1918
"XRN:NKP6BX","TP53",0.2703
"XRN:NLERRP","APC",0.4609
"XRN:NLERRP","PTEN",0.8185
"XRN:NLWHPP","APC",0.35
"XRN:NLWHPP","PTEN",0.52
"XRN:NLWHPP","TP53",0.61
"XRN:NN2UQA","PTEN",0.0585
"XRN:NN2UQA","TP53",0.3436
"XRN:NPGES3","PTEN",0.4863
"XRN:NPGES3","TP53",0.427
"XRN:NQ7HVH","APC",0.3388
"XRN:NQ7HVH","PTEN",0.0978
"XRN:NRHCTR","APC",0.1419
"XRN:NRHCTR","KRAS",0.216
"XRN:NRHCTR","PTEN",0.1993
"XRN:NRHCTR","TP53",0.2186
"XRN:NS1DC5","APC",0.4648
"XRN:NS1DC5","KRAS",0.3965
"XRN:NS1DC5","PTEN",0.6009
"XRN:NS226A","APC",0.5463
"XRN:NS226A","KRAS",0.2562
"XRN:NS226A","PIK3CA",0.4536
"XRN:NS226A","PTEN",0.4178
"XRN:NT782J","APC",0.2104
"XRN:NT782J","PIK3CA",0.2657
"XRN:NT782J","TP53",0.3453
"XRN:NTXN72","APC",0.21
"XRN:NTXN72","PTEN",0.29
"XRN:NTYNTA","APC",0.17
"XRN:NTYNTA","PTEN",0.21
"XRN:NTYNTA","TP53",0.45
"XRN:NUA6CP","KRAS",0.37
"XRN:NUA6CP","PTEN",0.5
"XRN:NUA6CP","TP53",0.36
"XRN:NVJ0SU","APC",0.2392
"XRN:NVJ0SU","KRAS",0.1744
"XRN:NVJ0SU","PTEN",0.165
"XRN:NVJ0SU","TP53",0.185
"XRN:NVSFHQ","PTEN",0.1134
"XRN:NVSFHQ","TP53",0.1355
"XRN:NWBHUK","APC",0.132
"XRN:NWBHUK","PTEN",0.1596
"XRN:NWBHUK","TP53",0.2617
"XRN:NWJA82","APC",0.46
"XRN:NWJA82","KRAS",0.44
"XRN:NWJA82","PTEN",0.46
"XRN:NWJA82","TP53",0.7
"XRN:NXAJKF","PTEN",0.61
"XRN:NXAJKF","TP53",0.75
"XRN:P051KT","APC",0.4909
"XRN:P051KT","KRAS",0.341
"XRN:P051KT","PIK3CA",0.4308
"XRN:P051KT","PTEN",0.6244
"XRN:P19TBF","APC",0.1907
"XRN:P19TBF","KRAS",0.1268
"XRN:P19TBF","PTEN",0.2003
"XRN:P1UDRD","APC",0.36
"XRN:P1UDRD","PTEN",0.3
"XRN:P1UDRD","TP53",0.47
"XRN:P237FX","APC",0.2
"XRN:P237FX","KRAS",0.29
"XRN:P237FX","PIK3CA",0.02
"XRN:P237FX","PTEN",0.24
"XRN:P237FX","TP53",0.03
"XRN:P2M2UM","PIK3CA",0.0502
"XRN:P2M2UM","PTEN",0.1245
"XRN:P3FPUH","PIK3CA",0.2756
"XRN:P3FPUH","PTEN",0.3657
"XRN:P3FPUH","TP53",0.2913
"XRN:P3U6FX","APC",0.2172
"XRN:P3U6FX","KRAS",0.3943
"XRN:P3U6FX","PIK3CA",0.2242
"XRN:P3U6FX","PTEN",0.4863
"XRN:P4D7M9","PTEN",0.09
"XRN:P4D7M9","TP53",0.05
"XRN:P69AQ3","APC",0.47
"XRN:P69AQ3","PTEN",0.4
"XRN:P69AQ3","TP53",0.51
"XRN:P6MRC2","APC",0.4444
"XRN:P6MRC2","KRAS",0.2857
"XRN:P6MRC2","PTEN",0.3569
"XRN:P6MRC2","TP53",0.4464
"XRN:P6VFEV","APC",0.2004
"XRN:P6VFEV","KRAS",0.1831
"XRN:P6VFEV","PIK3CA",0.1925
"XRN:P6VFEV","PTEN",0.2491
"XRN:P8EYGQ","APC",0.5796
"XRN:P8EYGQ","KRAS",0.4226
"XRN:P8EYGQ","PTEN",0.3043
"XRN:P8EYGQ","TP53",0.2729
"XRN:PAGCPJ","APC",0.281
"XRN:PAGCPJ","KRAS",0.4919
"XRN:PAGCPJ","PTEN",0.2
"XRN:PAQ0U4","APC",0.6025
"XRN:PAQ0U4","PTEN",0.2258
"XRN:PAQ0U4","TP53",0.1255
"XRN:PAY2QE","APC",0.3539
"XRN:PAY2QE","KRAS",0.155
"XRN:PAY2QE","PTEN",0.1731
"XRN:PAY2QE","TP53",0.2356
"XRN:PBCUAY","APC",0.6937
"XRN:PBCUAY","KRAS",0.364
"XRN:PBCUAY","PTEN",0.0294
"XRN:PBCUAY","TP53",0.6762
"XRN:PBERWK","APC",0.2463
"XRN:PBERWK","KRAS",0.4025
"XRN:PBERWK","PIK3CA",0.2358
"XRN:PBERWK","PTEN",0.2837
"XRN:PD7BRG","APC",0.7761
"XRN:PD7BRG","PTEN",0.9359
"XRN:PD7BRG","TP53",0.8898
"XRN:PDHB0X","APC",0.2911
"XRN:PDHB0X","KRAS",0.2805
"XRN:PDHB0X","PTEN",0.3688
"XRN:PDX57X","APC",0.2
"XRN:PDX57X","KRAS",0.09
"XRN:PDX57X","PTEN",0.11
"XRN:PDX57X","TP53",0.11
"XRN:PDY3RC","APC",0.3457
"XRN:PDY3RC","KRAS",0.4787
"XRN:PDY3RC","PIK3CA",0.0154
"XRN:PDY3RC","PTEN",0.0697
"XRN:PDY3RC","TP53",0.1081
"XRN:PEA0VX","APC",0.3455
"XRN:PEA0VX","KRAS",0.3671
"XRN:PEA0VX","PIK3CA",0.0199
"XRN:PEA0VX","PTEN",0.449
"XRN:PEJJSN","PTEN",0.3971
"XRN:PEJJSN","TP53",0.2919
"XRN:PEUWX2","APC",0.31
"XRN:PEUWX2","PIK3CA",0.28
"XRN:PEUWX2","PTEN",0.64
"XRN:PEUWX2","TP53",0.41
"XRN:PG5U96","APC",0.7222
"XRN:PG5U96","KRAS",0.4447
"XRN:PG5U96","PTEN",0.4088
"XRN:PG87KR","APC",0.3812
"XRN:PG87KR","KRAS",0.3023
"XRN:PG87KR","PIK3CA",0.1573
"XRN:PG87KR","PTEN",0.4501
"XRN:PG87KR","TP53",0.4794
"XRN:PGNEX9","APC",0.2641
"XRN:PGNEX9","PIK3CA",0.517
"XRN:PGNEX9","PTEN",0.5357
"XRN:PGNEX9","TP53",0.4547
"XRN:PGR12H","APC",0.2039
"XRN:PGR12H","KRAS",0.1516
"XRN:PGR12H","PIK3CA",0.1595
"XRN:PGR12H","PTEN",0.2176
"XRN:PHVCKE","APC",0.4144
"XRN:PHVCKE","KRAS",0.2619
"XRN:PHVCKE","PTEN",0.5441
"XRN:PHVCKE","TP53",0.5832
"XRN:PHXS9G","KRAS",0.2341
"XRN:PHXS9G","PTEN",0.2672
"XRN:PHXS9G","TP53",0.2957
"XRN:PJ2QKQ","APC",0.3937
"XRN:PJ2QKQ","PTEN",0.0482
"XRN:PJ2QKQ","TP53",0.314
"XRN:PK4CGH","APC",0.2813
"XRN:PK4CGH","KRAS",0.2454
"XRN:PK4CGH","PTEN",0.2668
"XRN:PKL831","APC",0.2104
"XRN:PKL831","KRAS",0.2042
"XRN:PKL831","PTEN",0.2899
"XRN:PKL831","TP53",0.2658
"XRN:PKWGL4","APC",0.5503
"XRN:PKWGL4","PTEN",0.4173
"XRN:PKWGL4","TP53",0.6723
"XRN:PMKNKA","KRAS",0.2978
"XRN:PMKNKA","PTEN",0.5668
"XRN:PMPX55","PTEN",0.0519
"XRN:PMPX55","TP53",0.0496
"XRN:PQ4G0D","APC",0.1897
"XRN:PQ4G0D","KRAS",0.194
"XRN:PQ4G0D","PIK3CA",0.2055
"XRN:PQ4G0D","PTEN",0.1224
"XRN:PQ4G0D","TP53",0.1769
"XRN:PR4C4G","APC",0.4443
"XRN:PR4C4G","KRAS",0.4003
"XRN:PR4C4G","PTEN",0.3619
"XRN:PR4C4G","TP53",0.438
"XRN:PT9H9Y","APC",0.17
"XRN:PT9H9Y","KRAS",0.17
"XRN:PT9H9Y","PTEN",0.23
"XRN:PT9H9Y","TP53",0.5
"XRN:PTN788","APC",0.2852
"XRN:PTN788","KRAS",0.2625
"XRN:PTN788","PIK3CA",0.2558
"XRN:PTN788","PTEN",0.2873
"XRN:PTX190","APC",0.4188
"XRN:PTX190","KRAS",0.4164
"XRN:PTX190","PTEN",0.8176
"XRN:PTX190","TP53",0.8242
"XRN:PV66HX","APC",0.0557
"XRN:PV66HX","PTEN",0.0567
"XRN:PV66HX","TP53",0.0664
"XRN:PVD0AY","APC",0.2138
"XRN:PVD0AY","PTEN",0.2043
"XRN:PVD0AY","TP53",0.2429
"XRN:Q02V58","APC",0.1025
"XRN:Q02V58","PTEN",0.2855
"XRN:Q0S5PU","APC",0.09
"XRN:Q0S5PU","KRAS",0.07
"XRN:Q0S5PU","PIK3CA",0.08
"XRN:Q0S5PU","PTEN",0.09
"XRN:Q17UQG","APC",0.47
"XRN:Q17UQG","KRAS",0.53
"XRN:Q17UQG","PTEN",0.02
"XRN:Q17XUD","APC",0.1573
"XRN:Q17XUD","PTEN",0.1504
"XRN:Q17XUD","TP53",0.139
"XRN:Q2JU1C","PTEN",0.0612
"XRN:Q2JU1C","TP53",0.153
"XRN:Q2TQ2R","APC",0.1656
"XRN:Q2TQ2R","KRAS",0.2744
"XRN:Q2TQ2R","PTEN",0.319
"XRN:Q2TQ2R","TP53",0.1731
"XRN:Q3K4JM","APC",0.39
"XRN:Q3K4JM","KRAS",0.36
"XRN:Q3K4JM","PIK3CA",0.19
"XRN:Q3K4JM","PTEN",0.2
"XRN:Q54LU4","APC",0.1429
"XRN:Q54LU4","KRAS",0.1556
"XRN:Q54LU4","PTEN",0.1983
"XRN:Q5930B","APC",0.06
"XRN:Q5930B","PTEN",0.08
"XRN:Q698CL","APC",0.24
"XRN:Q698CL","KRAS",0.27
"XRN:Q698CL","PTEN",0.29
"XRN:Q698CL","TP53",0.37
"XRN:Q6MTAM","APC",0.08
"XRN:Q6MTAM","PTEN",0.11
"XRN:Q6MTAM","TP53",0.14
"XRN:Q6SKTG","PTEN",0.1042
"XRN:Q8ABRJ","PIK3CA",0.0801
"XRN:Q8ABRJ","PTEN",0.2005
"XRN:Q8ABRJ","TP53",0.1197
"XRN:Q8GEBD","PTEN",0.2216
"XRN:Q8GEBD","TP53",0.3323
"XRN:Q9RC44","APC",0.2363
"XRN:Q9RC44","KRAS",0.1903
"XRN:Q9RC44","PTEN",0.268
"XRN:Q9RC44","TP53",0.2166
"XRN:QA25S1","APC",0.1945
"XRN:QA25S1","KRAS",0.1907
"XRN:QA25S1","PTEN",0.3194
"XRN:QA25S1","TP53",0.2407
"XRN:QATFR3","APC",0.153
"XRN:QATFR3","PTEN",0.1418
"XRN:QATFR3","TP53",0.2127
"XRN:QBEY5Q","APC",0.5457
"XRN:QBEY5Q","KRAS",0.2156
"XRN:QBEY5Q","PTEN",0.0673
"XRN:QBEY5Q","TP53",0.4567
"XRN:QC29U0","PTEN",0.226
"XRN:QC29U0","TP53",0.6953
"XRN:QCTK87","APC",0.2843
"XRN:QCTK87","PTEN",0.1322
"XRN:QCTK87","TP53",0.2978
"XRN:QCWPKE","APC",0.2531
"XRN:QCWPKE","PTEN",0.0591
"XRN:QCWPKE","TP53",0.1859
"XRN:QD9M8L","APC",0.1225
"XRN:QD9M8L","KRAS",0.1681
"XRN:QD9M8L","PIK3CA",0.0744
"XRN:QD9M8L","PTEN",0.1402
"XRN:QDJC6S","APC",0.7189
"XRN:QDJC6S","KRAS",0.3659
"XRN:QDJC6S","PTEN",0.6614
"XRN:QDJC6S","TP53",0.6176
"XRN:QE3SAP","PTEN",0.0646
"XRN:QE3SAP","TP53",0.085
"XRN:QFFKUG","APC",0.39
"XRN:QFFKUG","KRAS",0.17
"XRN:QFFKUG","PTEN",0.26
"XRN:QFFKUG","TP53",0.31
"XRN:QJ7HMU","APC",0.471
"XRN:QJ7HMU","KRAS",0.3634
"XRN:QJ7HMU","PTEN",0.2927
"XRN:QLC3DD","APC",0.794
"XRN:QLC3DD","KRAS",0.3011
"XRN:QLC3DD","PTEN",0.3642
"XRN:QM2737","APC",0.402
"XRN:QM2737","PIK3CA",0.4287
"XRN:QM2737","PTEN",0.34
"XRN:QMQ96A","APC",0.32
"XRN:QMQ96A","KRAS",0.29
"XRN:QMQ96A","PTEN",0.28
"XRN:QNNJXM","APC",0.1816
"XRN:QNNJXM","PIK3CA",0.4245
"XRN:QNNJXM","PTEN",0.3652
"XRN:QNNJXM","TP53",0.3874
"XRN:QP3M3W","KRAS",0.293
"XRN:QP3M3W","PTEN",0.2226
"XRN:QRYLF3","KRAS",0.1531
"XRN:QRYLF3","PTEN",0.1788
"XRN:QRYLF3","TP53",0.2062
"XRN:QUVNVL","PIK3CA",0.1751
"XRN:QUVNVL","PTEN",0.3036
"XRN:QW3TAR","APC",0.3894
"XRN:QW3TAR","KRAS",0.526
"XRN:QW3TAR","PTEN",0.7737
"XRN:QW3TAR","TP53",0.6314
"XRN:QWJ0CV","PTEN",0.1701
"XRN:QWJ0CV","TP53",0.266
"XRN:QWL153","APC",0.3281
"XRN:QWL153","KRAS",0.2247
"XRN:QWL153","PTEN",0.2355
"XRN:QWL153","TP53",0.2043
"XRN:QXBJME","APC",0.8383
"XRN:QXBJME","PIK3CA",0.2976
"XRN:QXBJME","PTEN",0.7848
"XRN:QXBJME","TP53",0.7977
"XRN:QYPTMA","APC",0.1833
"XRN:QYPTMA","PIK3CA",0.1358
"XRN:QYPTMA","PTEN",0.2855
"XRN:R0B3WU","KRAS",0.5614
"XRN:R0B3WU","PIK3CA",0.2371
"XRN:R0B3WU","PTEN",0.0849
"XRN:R0B3WU","TP53",0.6283
"XRN:R1MKSW","APC",0.2987
"XRN:R1MKSW","PTEN",0.3569
"XRN:R1MKSW","TP53",0.4522
"XRN:R41677","APC",0.14
"XRN:R41677","KRAS",0.24
"XRN:R41677","PTEN",0.27
"XRN:R45R1F","APC",0.3347
"XRN:R45R1F","KRAS",0.3222
"XRN:R45R1F","PIK3CA",0.2958
"XRN:R45R1F","PTEN",0.5011
"XRN:R45R1F","TP53",0.4676
"XRN:R48BDE","PTEN",0.0858
"XRN:R48BDE","TP53",0.4974
"XRN:R520FW","PTEN",0.0375
"XRN:R520FW","TP53",0.0556
"XRN:R5CH6L","APC",0.2311
"XRN:R5CH6L","PTEN",0.3374
"XRN:R84FES","APC",0.6689
"XRN:R84FES","KRAS",0.3352
"XRN:R84FES","PIK3CA",0.3291
"XRN:R84FES","PTEN",0.4495
"XRN:R84G84","APC",0.5396
"XRN:R84G84","PIK3CA",0.0362
"XRN:R84G84","PTEN",0.525
"XRN:R9EN6S","APC",0.535
"XRN:R9EN6S","KRAS",0.5825
"XRN:R9EN6S","PTEN",0.2012
"XRN:R9EN6S","TP53",0.4642
"XRN:R9HL87","KRAS",0.2302
"XRN:R9HL87","PTEN",0.2897
"XRN:R9HL87","TP53",0.3503
"XRN:R9SP1Q","APC",0.2701
"XRN:R9SP1Q","PIK3CA",0.1839
"XRN:R9SP1Q","PTEN",0.3684
"XRN:R9SP1Q","TP53",0.4861
"XRN:R9W7M7","APC",0.66
"XRN:R9W7M7","PIK3CA",0.5
"XRN:R9W7M7","PTEN",0.32
"XRN:R9W7M7","TP53",0.72
"XRN:RA6CVP","APC",0.31
"XRN:RA6CVP","KRAS",0.24
"XRN:RA6CVP","PTEN",0.28
"XRN:RAHLGV","PTEN",0.3215
"XRN:RAHLGV","TP53",0.3035
"XRN:RB1447","APC",0.4172
"XRN:RB1447","KRAS",0.1986
"XRN:RB1447","PTEN",0.2689
"XRN:RB1447","TP53",0.4155
"XRN:RCKJW2","APC",0.3503
"XRN:RCKJW2","KRAS",0.2913
"XRN:RCKJW2","PIK3CA",0.2752
"XRN:RCKJW2","PTEN",0.3492
"XRN:RCKJW2","TP53",0.3658
"XRN:RDEBW3","PTEN",0.3179
"XRN:RDEBW3","TP53",0.3435
"XRN:RDUQG9","KRAS",0.7039
"XRN:RDUQG9","PTEN",0.2723
"XRN:RDUQG9","TP53",0.2719
"XRN:REDBSH","APC",0.85
"XRN:REDBSH","PTEN",0.76
"XRN:RF3QHE","APC",0.3826
"XRN:RF3QHE","KRAS",0.1835
"XRN:RF3QHE","PTEN",0.1475
"XRN:RFN2AL","PTEN",0.13
"XRN:RGH6R5","APC",0.13
"XRN:RGH6R5","KRAS",0.15
"XRN:RGH6R5","PTEN",0.23
"XRN:RGH6R5","TP53",0.17
"XRN:RHL8TF","APC",0.53
"XRN:RHL8TF","KRAS",0.45
"XRN:RHL8TF","PTEN",0.28
"XRN:RHL8TF","TP53",0.4
"XRN:RJCM9X","APC",0.3477
"XRN:RJLCN7","APC",0.6547
"XRN:RJLCN7","PTEN",0.8206
"XRN:RJLCN7","TP53",0.6706
"XRN:RM5NB4","APC",0.26
"XRN:RM5NB4","KRAS",0.25
"XRN:RM5NB4","PTEN",0.28
"XRN:RM5NB4","TP53",0.3
"XRN:RNVVPD","APC",0.4413
"XRN:RNVVPD","KRAS",0.2883
"XRN:RNVVPD","PIK3CA",0.2422
"XRN:RNVVPD","PTEN",0.0231
"XRN:RNVVPD","TP53",0.0252
"XRN:RP1TCC","APC",0.4528
"XRN:RP1TCC","KRAS",0.3078
"XRN:RP1TCC","PTEN",0.3966
"XRN:RR9KBN","KRAS",0.5893
"XRN:RR9KBN","PIK3CA",0.6241
"XRN:RR9KBN","PTEN",0.6601
"XRN:RR9KBN","TP53",0.6862
"XRN:RS7LNN","APC",0.3221
"XRN:RS7LNN","KRAS",0.4477
"XRN:RS7LNN","PTEN",0.4769
"XRN:RS7LNN","TP53",0.4976
"XRN:RSW7HG","APC",0.1353
"XRN:RSW7HG","KRAS",0.1986
"XRN:RSW7HG","PIK3CA",0.1105
"XRN:RSW7HG","PTEN",0.1449
"XRN:RSW7HG","TP53",0.1684
"XRN:RUBF1Y","APC",0.0603
"XRN:RUBF1Y","KRAS",0.0727
"XRN:RUBF1Y","PTEN",0.0635
"XRN:RUBF1Y","TP53",0.0725
"XRN:RUCV2T","APC",0.2659
"XRN:RUCV2T","PTEN",0.5723
"XRN:RX6BMX","APC",0.1438
"XRN:RX6BMX","PTEN",0.1916
"XRN:RX6BMX","TP53",0.1553
"XRN:RXT0MS","APC",0.2804
"XRN:RXT0MS","PTEN",0.2922
"XRN:RXT0MS","TP53",0.2503
"XRN:S1WW65","APC",0.21
"XRN:S1WW65","KRAS",0.09
"XRN:S1WW65","PTEN",0.12
"XRN:S2ABLP","KRAS",0.1963
"XRN:S2ABLP","PTEN",0.1942
"XRN:S2ABLP","TP53",0.2184
"XRN:S2HUPM","TP53",0.6508
"XRN:S3710F","APC",0.16
"XRN:S3710F","KRAS",0.09
"XRN:S3710F","PTEN",0.12
"XRN:S3F0LW","APC",0.1896
"XRN:S3F0LW","PTEN",0.5991
"XRN:S3F0LW","TP53",0.4886
"XRN:S4TYPR","APC",0.3369
"XRN:S4TYPR","KRAS",0.3
"XRN:S4TYPR","PTEN",0.3138
"XRN:S6ABBP","APC",0.3352
"XRN:S6ABBP","KRAS",0.5704
"XRN:S6ABBP","PIK3CA",0.0164
"XRN:S6ABBP","PTEN",0.053
"XRN:S6ABBP","TP53",0.6065
"XRN:S6DVR4","APC",0.41
"XRN:S6DVR4","KRAS",0.24
"XRN:S6DVR4","PIK3CA",0.35
"XRN:S6DVR4","PTEN",0.26
"XRN:S78J0U","APC",0.4274
"XRN:S78J0U","PTEN",0.3101
"XRN:S78J0U","TP53",0.3342
"XRN:S8A0QQ","PIK3CA",0.24
"XRN:S8A0QQ","PTEN",0.34
"XRN:S8A7TH","APC",0.48
"XRN:S8A7TH","PTEN",0.09
"XRN:S8P7CM","KRAS",0.1134
"XRN:S8P7CM","PTEN",0.1597
"XRN:S8P7CM","TP53",0.162
"XRN:S92CLT","APC",0.24
"XRN:S92CLT","KRAS",0.24
"XRN:S92CLT","PTEN",0.19
"XRN:SA5G5R","APC",0.1006
"XRN:SA5G5R","KRAS",0.3003
"XRN:SA5G5R","PIK3CA",0.1203
"XRN:SA5G5R","PTEN",0.1455
"XRN:SB1GUC","APC",0.2
"XRN:SB1GUC","PTEN",0.31
"XRN:SB1GUC","TP53",0.2
"XRN:SC7EXH","APC",0.4422
"XRN:SC7EXH","PTEN",0.1213
"XRN:SC7EXH","TP53",0.0789
"XRN:SCA4D5","PTEN",0.7848
"XRN:SCA4D5","TP53",0.8275
"XRN:SCJPSK","APC",0.1119
"XRN:SCJPSK","KRAS",0.0903
"XRN:SCJPSK","PIK3CA",0.0717
"XRN:SCJPSK","PTEN",0.0834
"XRN:SD2N42","APC",0.3756
"XRN:SD2N42","KRAS",0.3751
"XRN:SD2N42","PTEN",0.0242
"XRN:SD2N42","TP53",0.6398
"XRN:SD4790","APC",0.5405
"XRN:SD4790","KRAS",0.0906
"XRN:SD4790","PTEN",0.05
"XRN:SF1U20","PTEN",0.42
"XRN:SF1U20","TP53",0.4
"XRN:SFEWD0","APC",0.3664
"XRN:SFEWD0","KRAS",0.3296
"XRN:SFEWD0","PTEN",0.1929
"XRN:SFEWD0","TP53",0.2895
"XRN:SFHMTE","APC",0.1298
"XRN:SFHMTE","KRAS",0.1262
"XRN:SFHMTE","PTEN",0.1326
"XRN:SGRYS6","APC",0.28
"XRN:SGRYS6","KRAS",0.62
"XRN:SGRYS6","PIK3CA",0.3
"XRN:SGRYS6","PTEN",0.36
"XRN:SJ9PHN","APC",0.2337
"XRN:SJ9PHN","KRAS",0.2519
"XRN:SJ9PHN","PTEN",0.2824
"XRN:SK65YK","APC",0.3777
"XRN:SK65YK","KRAS",0.3847
"XRN:SK65YK","PTEN",0.1004
"XRN:SK65YK","TP53",0.649
"XRN:SL7LFF","APC",0.3477
"XRN:SL7LFF","KRAS",0.5296
"XRN:SL7LFF","PTEN",0.2357
"XRN:SLLE7F","APC",0.2794
"XRN:SLLE7F","PTEN",0.175
"XRN:SN1G3Q","KRAS",0.2568
"XRN:SN1G3Q","PTEN",0.2456
"XRN:SN1G3Q","TP53",0.2174
"XRN:SNN1RP","APC",0.3
"XRN:SNN1RP","KRAS",0.3
"XRN:SNN1RP","PIK3CA",0.19
"XRN:SNN1RP","PTEN",0.19
"XRN:SP4NK7","APC",0.32
"XRN:SP4NK7","PTEN",0.09
"XRN:SP4NK7","TP53",0.17
"XRN:SQ5PMU","APC",0.2386
"XRN:SQ5PMU","KRAS",0.2352
"XRN:SQ5PMU","PIK3CA",0.2342
"XRN:SQ5PMU","PTEN",0.4665
"XRN:SQSYAE","APC",0.2
"XRN:SQSYAE","KRAS",0.2
"XRN:SQSYAE","PTEN",0.22
"XRN:SQSYAE","TP53",0.24
"XRN:SSC73T","APC",0.2209
"XRN:SSC73T","PTEN",0.2576
"XRN:SSHT85","APC",0.27
"XRN:SSHT85","PTEN",0.32
"XRN:SSHT85","TP53",0.29
"XRN:SSRA6V","APC",0.2109
"XRN:SSRA6V","KRAS",0.1941
"XRN:SSRA6V","PTEN",0.1151
"XRN:SSRA6V","TP53",0.2623
"XRN:STCT7U","APC",0.1744
"XRN:STCT7U","KRAS",0.1689
"XRN:STCT7U","PTEN",0.24
"XRN:STKNW6","APC",0.2764
"XRN:STKNW6","PIK3CA",0.217
"XRN:STKNW6","PTEN",0.3263
"XRN:STKNW6","TP53",0.345
"XRN:STS0LR","APC",0.4638
"XRN:STS0LR","TP53",0.4539
"XRN:SU430U","APC",0.4188
"XRN:SU430U","KRAS",0.1994
"XRN:SU430U","PTEN",0.2594
"XRN:SU4RVQ","APC",0.31
"XRN:SU4RVQ","KRAS",0.21
"XRN:SU4RVQ","PIK3CA",0.05
"XRN:SU4RVQ","PTEN",0.05
"XRN:SUH9B5","APC",0.8998
"XRN:SUH9B5","KRAS",0.4552
"XRN:SUH9B5","PTEN",0.7072
"XRN:SVBBEV","APC",0.3726
"XRN:SVBBEV","KRAS",0.403
"XRN:SVBBEV","PTEN",0.1803
"XRN:SVBBEV","TP53",0.259
"XRN:SVHA8C","APC",0.5046
"XRN:SVHA8C","KRAS",0.3707
"XRN:SVHA8C","PIK3CA",0.2411
"XRN:SVHA8C","PTEN",0.5684
"XRN:SYQMXB","APC",0.39
"XRN:SYQMXB","KRAS",0.27
"XRN:SYQMXB","PIK3CA",0.06
"XRN:SYQMXB","PTEN",0.41
"XRN:SYQMXB","TP53",0.4
